"case_id","persona","p","risky_reward","certain_reward","model","template","age","cancer_type","answer_choice","answer_meaning","reason"
"p_1.00_ce_500_patient_gstric_cancer_70_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option B","risky","I prefer to maximize the recurrence-free days, and since Option B guarantees 1000 days, it offers a better quality and quantity of life."
"p_0.00_ce_0_doctor_colorectal_cancer_60_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","Option B offers no chance of benefit, so choosing the guaranteed outcome, even if zero recurrence-free days, is a more rational and certain choice."
"p_0.50_ce_500_doctor_colorectal_cancer_70_forward","doctor",0.5,1000,500,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days over the risk of possibly getting nothing, valuing guaranteed quality time."
"p_0.00_ce_1000_family_lung_cancer_60_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",60,"lung_cancer","Option A","certain","I would prefer the guaranteed outcome of 1000 recurrence-free days to maximize quality and length of life without uncertainty."
"p_0.50_ce_1000_doctor_lung_cancer_70_reversed","doctor",0.5,1000,1000,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","I prefer certainty in treatment outcomes to maximize quality and length of recurrence-free life, avoiding the risk of no benefit."
"p_0.00_ce_0_doctor_breast_cancer_50_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",50,"breast_cancer","Option B","certain","Since Option A offers no chance of benefit and Option B guarantees no recurrence-free days, choosing Option B provides certainty without false hope."
"p_0.50_ce_500_patient_colorectal_cancer_80_reversed","patient",0.5,1000,500,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance, valuing guaranteed time with my loved ones."
"p_1.00_ce_0_patient_gstric_cancer_70_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize my quality and length of life."
"p_0.50_ce_500_patient_gstric_cancer_50_forward","patient",0.5,1000,500,"gpt-4.1-mini","forward",50,"gstric_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking no benefit with a 50% chance."
"p_0.00_ce_500_patient_breast_cancer_70_reversed","patient",0.0,1000,500,"gpt-4.1-mini","reversed",70,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days over the zero chance of 1000 days, valuing guaranteed quality time."
"p_1.00_ce_500_family_breast_cancer_70_forward","family",1.0,1000,500,"gpt-4.1-mini","forward",70,"breast_cancer","Option A","risky","I would prefer the option that guarantees a longer recurrence-free period, maximizing my quality and length of life."
"p_0.50_ce_0_doctor_colorectal_cancer_80_forward","doctor",0.5,1000,0,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option A","risky","Given the chance for a significant period of recurrence-free days, I would accept the risk for a potential meaningful extension of quality life."
"p_1.00_ce_500_family_prostate_cancer_50_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option B","risky","I would choose the option that offers a longer guaranteed recurrence-free period, maximizing quality and quantity of life."
"p_0.00_ce_500_family_breast_cancer_60_reversed","family",0.0,1000,500,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than taking a risk with no chance of longer benefit."
"p_1.00_ce_1000_patient_lung_cancer_70_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",70,"lung_cancer","Option A","certain","Both options offer the same certainty and outcome, but Option A explicitly guarantees 1000 recurrence-free days, providing clear assurance in a difficult situation."
"p_1.00_ce_500_patient_prostate_cancer_50_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",50,"prostate_cancer","Option A","risky","I would choose the drug that guarantees the longest recurrence-free period of 1000 days to maximize my quality and quantity of life."
"p_0.50_ce_1000_patient_lung_cancer_80_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",80,"lung_cancer","Option B","certain","At my age and stage, certainty of 1000 recurrence-free days is more valuable than a risky 50% chance, as I prefer stability and guaranteed quality time."
"p_1.00_ce_500_doctor_colorectal_cancer_70_reversed","doctor",1.0,1000,500,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option B","risky","Given the certainty of double the recurrence-free days, I would prefer the longer duration of benefit despite potential unknown risks."
"p_0.00_ce_1000_patient_prostate_cancer_50_reversed","patient",0.0,1000,1000,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality time and minimize uncertainty."
"p_0.50_ce_1000_patient_breast_cancer_50_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",50,"breast_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking getting none, given the seriousness of my condition."
"p_1.00_ce_500_patient_lung_cancer_60_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",60,"lung_cancer","Option B","risky","I prefer the longer recurrence-free period of 1000 days, even though it seems too certain, as maximizing quality time is my priority."
"p_0.00_ce_0_family_prostate_cancer_70_forward","family",0.0,1000,0,"gpt-4.1-mini","forward",70,"prostate_cancer","Option B","certain","I prefer certainty over uncertainty, so I would choose the option that guarantees no recurrence-free days rather than one with a 0% chance of benefit."
"p_0.50_ce_500_doctor_gstric_cancer_80_reversed","doctor",0.5,1000,500,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking no benefit with the probabilistic option."
"p_0.00_ce_500_patient_colorectal_cancer_80_forward","patient",0.0,1000,500,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option B","certain","I prefer the certainty of guaranteed 500 recurrence-free days over the zero chance of achieving 1000 days."
"p_1.00_ce_0_patient_colorectal_cancer_70_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize my quality and quantity of life despite the advanced stage."
"p_0.50_ce_500_doctor_gstric_cancer_50_forward","doctor",0.5,1000,500,"gpt-4.1-mini","forward",50,"gstric_cancer","Option A","risky","I prefer taking the risk for a chance at a significantly longer recurrence-free period rather than a guaranteed shorter duration."
"p_1.00_ce_1000_doctor_breast_cancer_60_forward","doctor",1.0,1000,1000,"gpt-4.1-mini","forward",60,"breast_cancer","Option B","certain","I prefer the certainty of guaranteed outcomes in treatment, so a drug that guarantees 1000 recurrence-free days aligns best with my risk-averse approach."
"p_1.00_ce_0_doctor_colorectal_cancer_50_forward","doctor",1.0,1000,0,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days because maximizing quality and length of life is paramount in managing advanced-stage colorectal cancer."
"p_1.00_ce_500_patient_colorectal_cancer_50_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option A","risky","I prefer the longer guaranteed recurrence-free period of 1000 days to maximize quality time without cancer returning."
"p_1.00_ce_0_doctor_colorectal_cancer_60_reversed","doctor",1.0,1000,0,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize quality and length of life."
"p_0.00_ce_0_doctor_breast_cancer_60_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","I prefer certainty over an impossible chance, so I choose the drug that guarantees no recurrence-free days rather than one with zero probability of benefit."
"p_0.50_ce_0_family_prostate_cancer_50_forward","family",0.5,1000,0,"gpt-4.1-mini","forward",50,"prostate_cancer","Option A","risky","I prefer to take the chance of gaining a significant benefit with 50% probability rather than accepting no improvement at all."
"p_1.00_ce_1000_patient_gstric_cancer_80_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","Both options state the same outcome with certainty, but Option A clearly guarantees 1000 recurrence-free days, which gives me reassurance and certainty in my treatment."
"p_0.50_ce_0_family_breast_cancer_70_reversed","family",0.5,1000,0,"gpt-4.1-mini","reversed",70,"breast_cancer","Option B","risky","I prefer to take the chance of having a significant period free from recurrence rather than accepting no recurrence-free days at all."
"p_0.00_ce_1000_patient_colorectal_cancer_70_forward","patient",0.0,1000,1000,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days to maximize the quality and certainty of my remaining time."
"p_0.00_ce_0_family_gstric_cancer_60_forward","family",0.0,1000,0,"gpt-4.1-mini","forward",60,"gstric_cancer","Option B","certain","I prefer certainty over uncertainty, so I would choose the option that guarantees the outcome rather than one with zero probability of benefit."
"p_0.00_ce_1000_family_prostate_cancer_70_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",70,"prostate_cancer","Option B","certain","I would prefer a guaranteed outcome of 1000 recurrence-free days rather than risk having none at all."
"p_0.50_ce_1000_patient_colorectal_cancer_50_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option B","certain","I prefer the certainty of guaranteed 1000 recurrence-free days over a 50% chance, valuing stability in this critical situation."
"p_1.00_ce_0_patient_prostate_cancer_60_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",60,"prostate_cancer","Option B","risky","I would choose the option that guarantees a significant period without recurrence, as it offers a meaningful chance to enjoy quality time despite the diagnosis."
"p_1.00_ce_1000_patient_colorectal_cancer_60_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","Both options offer the same outcome with certainty, but Option A explicitly guarantees 1000 recurrence-free days, providing clear and reassuring assurance."
"p_1.00_ce_0_patient_lung_cancer_50_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",50,"lung_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize my quality and length of life despite the advanced stage of cancer."
"p_0.50_ce_500_patient_prostate_cancer_70_reversed","patient",0.5,1000,500,"gpt-4.1-mini","reversed",70,"prostate_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit with a 50% chance, valuing guaranteed time with my loved ones."
"p_1.00_ce_500_patient_prostate_cancer_60_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",60,"prostate_cancer","Option A","risky","I prefer the certainty of a longer recurrence-free period to maximize quality time despite the advanced stage of my cancer."
"p_0.50_ce_1000_family_colorectal_cancer_60_forward","family",0.5,1000,1000,"gpt-4.1-mini","forward",60,"colorectal_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of getting no benefit with the 50% probability option."
"p_0.00_ce_0_family_gstric_cancer_70_reversed","family",0.0,1000,0,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option A","certain","I prefer a guaranteed outcome rather than false hope, even if it means no recurrence-free days."
"p_1.00_ce_0_doctor_colorectal_cancer_60_forward","doctor",1.0,1000,0,"gpt-4.1-mini","forward",60,"colorectal_cancer","Option A","risky","I would choose the drug with a guaranteed 1000 recurrence-free days as it maximizes my chances for a meaningful period without cancer recurrence."
"p_1.00_ce_500_family_colorectal_cancer_70_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option B","risky","I would prefer the longer guaranteed recurrence-free period of 1000 days to maximize quality time and reduce anxiety about cancer returning."
"p_0.00_ce_0_doctor_lung_cancer_60_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",60,"lung_cancer","Option A","certain","Option B offers no chance of benefit, so I prefer the certainty of no recurrence-free days to avoid false hope or ineffective treatment."
"p_1.00_ce_1000_patient_breast_cancer_60_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","Both options are essentially the same in outcome and certainty, but Option A's phrasing feels more straightforward and reassuring to me."
"p_0.50_ce_500_family_breast_cancer_80_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",80,"breast_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance."
"p_0.00_ce_1000_doctor_colorectal_cancer_50_reversed","doctor",0.0,1000,1000,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality of life and avoid the risks associated with uncertainty."
"p_1.00_ce_1000_family_breast_cancer_70_forward","family",1.0,1000,1000,"gpt-4.1-mini","forward",70,"breast_cancer","Option A","risky","Both options offer the same outcome of 1000 recurrence-free days, but Option A's probability-based description feels more realistic to me."
"p_0.50_ce_0_family_gstric_cancer_80_reversed","family",0.5,1000,0,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option B","risky","I would prefer to take a chance on the possibility of 1000 recurrence-free days rather than face certain recurrence immediately."
"p_1.00_ce_500_family_colorectal_cancer_60_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option B","risky","I would choose the option that guarantees the longer recurrence-free period to maximize quality and quantity of life."
"p_0.50_ce_0_doctor_prostate_cancer_80_forward","doctor",0.5,1000,0,"gpt-4.1-mini","forward",80,"prostate_cancer","Option A","risky","I prefer to take the chance for a significant benefit of 1000 recurrence-free days rather than accept none, reflecting a hopeful and risk-tolerant approach."
"p_0.50_ce_0_doctor_gstric_cancer_60_forward","doctor",0.5,1000,0,"gpt-4.1-mini","forward",60,"gstric_cancer","Option A","risky","I would choose the 50% chance of gaining 1000 recurrence-free days over a guaranteed zero, as I prefer taking a chance for meaningful benefit rather than accepting no improvement."
"p_1.00_ce_1000_family_prostate_cancer_80_forward","family",1.0,1000,1000,"gpt-4.1-mini","forward",80,"prostate_cancer","Option B","certain","Both options provide the same outcome, but Option B guarantees it with certainty, which gives me more confidence and peace of mind."
"p_0.50_ce_1000_doctor_lung_cancer_60_forward","doctor",0.5,1000,1000,"gpt-4.1-mini","forward",60,"lung_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of receiving no benefit, prioritizing stability and assured outcomes in my treatment."
"p_0.50_ce_0_patient_gstric_cancer_50_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",50,"gstric_cancer","Option A","risky","I prefer to take the chance at gaining a significant amount of recurrence-free time rather than accepting no benefit at all."
"p_1.00_ce_1000_family_lung_cancer_80_reversed","family",1.0,1000,1000,"gpt-4.1-mini","reversed",80,"lung_cancer","Option A","certain","Both options seem identical in outcome, but the phrasing of Option A feels more certain and straightforward, which gives me confidence in the treatment choice."
"p_1.00_ce_0_family_lung_cancer_60_reversed","family",1.0,1000,0,"gpt-4.1-mini","reversed",60,"lung_cancer","Option B","risky","I would choose the treatment that guarantees a longer recurrence-free period, as it offers a meaningful chance for improved quality of life and time with family."
"p_1.00_ce_1000_patient_prostate_cancer_80_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","Both options offer the same certainty and duration, but Option A's wording feels clearer and more reassuring to me as a patient."
"p_0.50_ce_1000_patient_breast_cancer_60_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",60,"breast_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking getting none, as it provides peace of mind and stability in my treatment outcome."
"p_0.00_ce_500_doctor_gstric_cancer_70_forward","doctor",0.0,1000,500,"gpt-4.1-mini","forward",70,"gstric_cancer","Option B","certain","Given the certainty of 500 recurrence-free days, I prefer a guaranteed outcome over an uncertain chance of 1000 days."
"p_0.00_ce_0_family_gstric_cancer_50_forward","family",0.0,1000,0,"gpt-4.1-mini","forward",50,"gstric_cancer","Option A","risky","I prefer to take the chance, however small, of having recurrence-free days rather than accepting zero with certainty."
"p_1.00_ce_500_patient_breast_cancer_50_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",50,"breast_cancer","Option B","risky","Choosing the drug with 1000 recurrence-free days maximizes the potential quality and length of life despite the risks, aligning with my preference for the best possible outcome."
"p_0.00_ce_0_patient_lung_cancer_50_forward","patient",0.0,1000,0,"gpt-4.1-mini","forward",50,"lung_cancer","Option B","certain","Since Option A offers no chance of benefit, I prefer the certainty of Option B despite it guaranteeing no recurrence-free days."
"p_1.00_ce_0_patient_lung_cancer_70_reversed","patient",1.0,1000,0,"gpt-4.1-mini","reversed",70,"lung_cancer","Option B","risky","I would choose the drug that offers 1000 recurrence-free days, as it provides a meaningful period of quality life despite the diagnosis."
"p_1.00_ce_1000_family_prostate_cancer_50_reversed","family",1.0,1000,1000,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option A","certain","Both options guarantee the same outcome with certainty, but Option A explicitly states a guaranteed 1000 recurrence-free days, which feels more straightforward and reassuring."
"p_0.50_ce_500_doctor_prostate_cancer_50_reversed","doctor",0.5,1000,500,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option A","certain","I prefer the certainty of a guaranteed 500 recurrence-free days rather than risking no benefit with a 50% chance of 1000 days."
"p_0.50_ce_500_patient_breast_cancer_50_reversed","patient",0.5,1000,500,"gpt-4.1-mini","reversed",50,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking a 50% chance of getting nothing."
"p_0.00_ce_500_doctor_colorectal_cancer_70_reversed","doctor",0.0,1000,500,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all."
"p_1.00_ce_1000_doctor_gstric_cancer_80_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","Both options offer the same outcome with certainty, so I choose Option A as it explicitly guarantees 1000 recurrence-free days, providing clear assurance."
"p_0.50_ce_0_doctor_lung_cancer_60_forward","doctor",0.5,1000,0,"gpt-4.1-mini","forward",60,"lung_cancer","Option A","risky","I prefer to take the chance for a significant recurrence-free period rather than accept no benefit, as the potential gain outweighs the risk of no improvement."
"p_0.50_ce_0_patient_lung_cancer_50_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",50,"lung_cancer","Option A","risky","I prefer to take the chance of gaining significant recurrence-free days rather than accepting none at all, valuing the possibility of extended quality time."
"p_0.50_ce_500_family_gstric_cancer_70_reversed","family",0.5,1000,500,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting less or nothing with a 50% chance."
"p_1.00_ce_1000_family_colorectal_cancer_70_forward","family",1.0,1000,1000,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days to avoid any risk or doubt about the treatment's effectiveness."
"p_0.50_ce_0_patient_gstric_cancer_80_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",80,"gstric_cancer","Option A","risky","I prefer to take a chance for a significant period of recurrence-free life rather than certainty of none."
"p_0.50_ce_500_family_gstric_cancer_80_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",80,"gstric_cancer","Option B","certain","At my age, I prefer the certainty of guaranteed 500 recurrence-free days rather than risking no benefit with the 50% chance option."
"p_1.00_ce_0_patient_breast_cancer_70_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",70,"breast_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize my quality and length of life despite the diagnosis."
"p_0.00_ce_1000_doctor_prostate_cancer_70_reversed","doctor",0.0,1000,1000,"gpt-4.1-mini","reversed",70,"prostate_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality of life and avoid unnecessary risks."
"p_0.50_ce_500_patient_prostate_cancer_80_reversed","patient",0.5,1000,500,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking to get nothing with the 50% chance of 1000 days."
"p_0.50_ce_500_family_lung_cancer_80_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",80,"lung_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with the 50% chance drug."
"p_1.00_ce_0_patient_breast_cancer_60_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",60,"breast_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize my quality and length of life despite the risks."
"p_0.00_ce_1000_doctor_lung_cancer_70_forward","doctor",0.0,1000,1000,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","I would choose the guaranteed outcome to maximize my chances of living recurrence-free for 1000 days, valuing certainty over risk in this advanced-stage condition."
"p_1.00_ce_1000_patient_gstric_cancer_60_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",60,"gstric_cancer","Option A","certain","Both options offer the same outcome with certainty, but the wording of Option A feels more straightforward and reassuring for me personally."
"p_0.00_ce_1000_doctor_prostate_cancer_80_reversed","doctor",0.0,1000,1000,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","I prefer certainty in maximizing recurrence-free survival, so I would choose the drug that guarantees 1000 recurrence-free days."
"p_0.00_ce_500_doctor_prostate_cancer_60_forward","doctor",0.0,1000,500,"gpt-4.1-mini","forward",60,"prostate_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days over the uncertain chance of 1000 days with no guarantee."
"p_0.50_ce_0_family_prostate_cancer_70_reversed","family",0.5,1000,0,"gpt-4.1-mini","reversed",70,"prostate_cancer","Option B","risky","I would prefer to take the risk for a chance at a longer recurrence-free period rather than having none at all."
"p_0.50_ce_1000_patient_colorectal_cancer_60_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",60,"colorectal_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of getting no benefit, as it provides peace of mind in a difficult situation."
"p_1.00_ce_500_family_colorectal_cancer_50_forward","family",1.0,1000,500,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option A","risky","I prefer the longer guaranteed recurrence-free period to maximize quality time without cancer returning."
"p_1.00_ce_500_patient_prostate_cancer_50_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option B","risky","Doubling the recurrence-free days significantly outweighs the guaranteed 500 days, offering a better chance at prolonged quality time despite the risks."
"p_0.50_ce_0_patient_breast_cancer_70_reversed","patient",0.5,1000,0,"gpt-4.1-mini","reversed",70,"breast_cancer","Option B","risky","I prefer to take the chance of gaining a significant period of recurrence-free days, even with uncertainty, rather than accepting no benefit at all."
"p_0.50_ce_500_doctor_prostate_cancer_80_reversed","doctor",0.5,1000,500,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days rather than risking getting nothing with the probabilistic option."
"p_0.50_ce_1000_patient_prostate_cancer_80_reversed","patient",0.5,1000,1000,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","At my age and stage, I prefer certainty and maximizing quality time without recurrence rather than risking no benefit."
"p_0.00_ce_500_family_colorectal_cancer_50_reversed","family",0.0,1000,500,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","I prefer the certainty of a guaranteed 500 recurrence-free days rather than risking no benefit at all."
"p_0.00_ce_1000_family_breast_cancer_60_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",60,"breast_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days because certainty provides peace of mind and maximizes quality of life during that period."
"p_1.00_ce_1000_family_breast_cancer_80_forward","family",1.0,1000,1000,"gpt-4.1-mini","forward",80,"breast_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days, as it provides peace of mind and avoids any risk of variability."
"p_1.00_ce_500_patient_colorectal_cancer_50_reversed","patient",1.0,1000,500,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option B","risky","I prefer the longer recurrence-free period of 1000 days, as it maximizes my quality time despite the same certainty level."
"p_0.50_ce_500_family_colorectal_cancer_70_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all with a 50% chance."
"p_1.00_ce_1000_doctor_breast_cancer_70_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",70,"breast_cancer","Option A","certain","Option A and Option B are essentially the same in terms of certainty and outcome, so I choose Option A for its clear and straightforward guarantee of 1000 recurrence-free days."
"p_1.00_ce_500_family_lung_cancer_80_reversed","family",1.0,1000,500,"gpt-4.1-mini","reversed",80,"lung_cancer","Option B","risky","I would prefer the treatment that offers the longest possible recurrence-free period, maximizing my quality and quantity of life."
"p_0.00_ce_500_family_colorectal_cancer_50_forward","family",0.0,1000,500,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit with the possibility of 1000 days."
"p_0.00_ce_0_patient_prostate_cancer_60_reversed","patient",0.0,1000,0,"gpt-4.1-mini","reversed",60,"prostate_cancer","Option A","certain","Option A guarantees certainty, while Option B offers no chance of benefit, making it a more rational choice given the circumstances."
"p_0.00_ce_1000_doctor_gstric_cancer_60_forward","doctor",0.0,1000,1000,"gpt-4.1-mini","forward",60,"gstric_cancer","Option B","certain","I would choose the guaranteed 1000 recurrence-free days to maximize certainty and quality of life during treatment."
"p_0.50_ce_0_patient_lung_cancer_60_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",60,"lung_cancer","Option A","risky","I would choose the chance of gaining significant recurrence-free days over none, as even a 50% probability offers hope for more quality time."
"p_0.00_ce_1000_family_breast_cancer_60_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",60,"breast_cancer","Option A","certain","I would choose the guaranteed 1000 recurrence-free days to ensure the best possible outcome with certainty."
"p_1.00_ce_0_family_prostate_cancer_50_forward","family",1.0,1000,0,"gpt-4.1-mini","forward",50,"prostate_cancer","Option A","risky","I would choose the option that guarantees the maximum recurrence-free days to maximize quality and length of life."
"p_0.00_ce_0_doctor_gstric_cancer_50_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",50,"gstric_cancer","Option B","certain","Since Option A offers 0% chance of benefit, choosing the guaranteed outcome of 0 recurrence-free days avoids false hope and allows for realistic planning."
"p_1.00_ce_500_doctor_breast_cancer_50_reversed","doctor",1.0,1000,500,"gpt-4.1-mini","reversed",50,"breast_cancer","Option B","risky","I prefer the certainty of a longer recurrence-free period, maximizing quality and quantity of life despite potential risks."
"p_0.00_ce_500_family_gstric_cancer_60_forward","family",0.0,1000,500,"gpt-4.1-mini","forward",60,"gstric_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting no benefit at all."
"p_0.00_ce_0_patient_colorectal_cancer_50_reversed","patient",0.0,1000,0,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","Option A guarantees certainty, while Option B offers no chance of benefit, so I prefer a definite outcome over zero probability of improvement."
"p_1.00_ce_0_patient_gstric_cancer_60_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",60,"gstric_cancer","Option A","risky","I would choose the guaranteed 1000 recurrence-free days to maximize quality and length of life despite advanced cancer."
"p_1.00_ce_0_patient_prostate_cancer_60_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",60,"prostate_cancer","Option A","risky","I would choose the option that guarantees 1000 recurrence-free days to maximize my quality of life and time without cancer return."
"p_1.00_ce_500_doctor_colorectal_cancer_80_reversed","doctor",1.0,1000,500,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option B","risky","I would choose the drug that offers the longest guaranteed recurrence-free time, as more days without recurrence means a better quality of life and potentially longer survival."
"p_0.00_ce_1000_family_lung_cancer_70_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",70,"lung_cancer","Option B","certain","I would prefer the certainty of 1000 recurrence-free days over the possibility of none, valuing guaranteed quality time."
"p_0.50_ce_1000_family_colorectal_cancer_70_reversed","family",0.5,1000,1000,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to avoid the risk and anxiety of uncertainty."
